trade_date,symbol,reason_set,primary_reason,pct_change,prev_close,last_price,turnover,notes
2026-03-20,PIRAMALFIN,gainer_loser,gainer_loser,2.16,1806.8,1845.9,,{}
2026-03-20,GKWLIMITED,gainer_loser,gainer_loser,2.16,1585.0,1619.2,,{}
2026-03-20,KMEW,gainer_loser,gainer_loser,2.16,1512.6,1545.2,,{}
2026-03-20,DYNAMATECH,gainer_loser,gainer_loser,2.15,9497.0,9701.0,,{}
2026-03-20,HARRMALAYA,gainer_loser,gainer_loser,2.14,170.82,174.48,,{}
2026-03-20,GANESHCP,gainer_loser,gainer_loser,2.14,170.4,174.04,,{}
2026-03-20,MPHASIS,gainer_loser,gainer_loser,2.13,2047.4,2091.1,,{}
2026-03-20,FCSSOFT,gainer_loser,gainer_loser,2.13,1.41,1.44,,{}
2026-03-20,JAYKAY,gainer_loser,gainer_loser,2.13,129.86,132.62,,{}
2026-03-20,BLUSPRING,gainer_loser,gainer_loser,2.12,44.72,45.67,,{}
2026-03-20,PAKKA,gainer_loser,gainer_loser,2.12,83.34,85.11,,{}
2026-03-20,EMSLIMITED,gainer_loser,gainer_loser,2.11,290.85,297.0,,{}
2026-03-20,TANLA,gainer_loser,gainer_loser,2.11,414.3,423.05,,{}
2026-03-20,SHARDACROP,gainer_loser,gainer_loser,2.11,958.4,978.6,,{}
2026-03-20,RAMCOIND,gainer_loser,gainer_loser,2.11,253.9,259.25,,{}
2026-03-20,ACC,gainer_loser,gainer_loser,2.11,1352.9,1381.4,,{}
2026-03-20,JUBLINGREA,gainer_loser,gainer_loser,2.1,571.3,583.3,,{}
2026-03-20,SUZLON,gainer_loser,gainer_loser,2.09,41.09,41.95,,{}
2026-03-20,SONATSOFTW,gainer_loser,gainer_loser,2.09,231.9,236.75,,{}
2026-03-20,VIDYAWIRES,gainer_loser,gainer_loser,2.09,53.08,54.19,,{}
2026-03-20,TPHQ,gainer_loser,gainer_loser,2.08,0.48,0.49,,{}
2026-03-20,ASIANTILES,gainer_loser,gainer_loser,2.08,59.21,60.44,,{}
2026-03-20,ENGINERSIN,gainer_loser,gainer_loser,2.08,187.74,191.64,,{}
2026-03-20,SINTERCOM,gainer_loser,gainer_loser,2.07,76.4,77.98,,{}
2026-03-20,DMCC,gainer_loser,gainer_loser,2.07,214.76,219.2,,{}
2026-03-20,SHAREINDIA,gainer_loser,gainer_loser,2.07,122.51,125.04,,{}
2026-03-20,LUMAXIND,gainer_loser,gainer_loser,2.06,4953.5,5055.5,,{}
2026-03-20,PILITA,gainer_loser,gainer_loser,2.06,7.29,7.44,,{}
2026-03-20,AMNPLST,gainer_loser,gainer_loser,2.05,148.89,151.94,,{}
2026-03-20,PNC,gainer_loser,gainer_loser,2.04,20.58,21.0,,{}
2026-03-20,BEPL,gainer_loser,gainer_loser,2.04,84.8,86.53,,{}
2026-03-20,TARACHAND,gainer_loser,gainer_loser,2.02,55.5,56.62,,{}
2026-03-20,ONEPOINT,gainer_loser,gainer_loser,2.02,43.64,44.52,,{}
2026-03-20,SANSERA,gainer_loser,gainer_loser,2.01,2134.9,2177.9,,{}
2026-03-20,NETWORK18,gainer_loser,gainer_loser,2.01,30.3,30.91,,{}
2026-03-20,VIMTALABS,gainer_loser,gainer_loser,2.01,418.8,427.2,,{}
2026-03-20,STLTECH,gainer_loser,gainer_loser,2.0,184.86,188.56,,{}
2026-03-20,JSL,gainer_loser,gainer_loser,2.0,707.8,721.95,,{}
2026-03-20,NEXTMEDIA,gainer_loser,gainer_loser,-18.75,5.12,4.16,,{}
2026-03-20,RVTH,gainer_loser,gainer_loser,-9.89,625.4,563.55,,{}
2026-03-20,KRITI,gainer_loser,gainer_loser,-7.27,74.01,68.63,,{}
2026-03-20,SVLL,gainer_loser,gainer_loser,-6.71,542.95,506.5,,{}
2026-03-20,ACMESOLAR,gainer_loser,gainer_loser,-5.98,262.03,246.37,,{}
2026-03-20,JSWHL,gainer_loser,gainer_loser,-5.22,15976.0,15142.0,,{}
2026-03-20,KROSS,gainer_loser,gainer_loser,-5.13,180.98,171.69,,{}
2026-03-20,TIRUPATIFL,gainer_loser,gainer_loser,-5.12,49.41,46.88,,{}
2026-03-20,MANUGRAPH,gainer_loser,gainer_loser,-5.1,12.94,12.28,,{}
2026-03-20,JINDALPOLY,gainer_loser,gainer_loser,-5.0,1007.6,957.25,,{}
2026-03-20,JAYSREETEA,gainer_loser,gainer_loser,-4.9,84.76,80.61,,{}
2026-03-20,PETRONET,gainer_loser,gainer_loser,-4.87,270.85,257.65,,{}
2026-03-20,INDIASHLTR,gainer_loser,gainer_loser,-4.69,719.95,686.15,,{}
2026-03-20,TTML,gainer_loser,gainer_loser,-4.64,37.93,36.17,,{}
2026-03-20,SAFARI,gainer_loser,gainer_loser,-4.6,1593.8,1520.5,,{}
2026-03-20,DHUNINV,gainer_loser,gainer_loser,-4.59,803.85,766.95,,{}
2026-03-20,SEMAC,gainer_loser,gainer_loser,-4.59,288.05,274.84,,{}
2026-03-20,MCX,"gainer_loser,top_turnover",gainer_loser,-4.58,2530.4,2414.5,12761908627.2,{}
2026-03-20,AIAENG,gainer_loser,gainer_loser,-4.58,3573.1,3409.6,,{}
2026-03-20,SADHNANIQ,gainer_loser,gainer_loser,-4.58,1.53,1.46,,{}
2026-03-20,HAVISHA,gainer_loser,gainer_loser,-4.44,1.35,1.29,,{}
2026-03-20,ASMS,gainer_loser,gainer_loser,-4.43,8.13,7.77,,{}
2026-03-20,PEARLPOLY,gainer_loser,gainer_loser,-4.43,16.49,15.76,,{}
2026-03-20,BALKRISHNA,gainer_loser,gainer_loser,-4.38,15.98,15.28,,{}
2026-03-20,NIITLTD,gainer_loser,gainer_loser,-4.3,62.39,59.71,,{}
2026-03-20,BUTTERFLY,gainer_loser,gainer_loser,-4.29,669.55,640.85,,{}
2026-03-20,SKMEGGPROD,gainer_loser,gainer_loser,-4.2,161.65,154.86,,{}
2026-03-20,SINDHUTRAD,gainer_loser,gainer_loser,-4.16,24.29,23.28,,{}
2026-03-20,SAMHI,gainer_loser,gainer_loser,-4.02,150.37,144.32,,{}
2026-03-20,CNL,gainer_loser,gainer_loser,-4.0,603.0,578.9,,{}
2026-03-20,MAHLIFE,gainer_loser,gainer_loser,-3.87,355.15,341.4,,{}
2026-03-20,AVROIND,gainer_loser,gainer_loser,-3.86,129.4,124.4,,{}
2026-03-20,TBOTEK,gainer_loser,gainer_loser,-3.83,1110.6,1068.1,,{}
2026-03-20,CSBBANK,gainer_loser,gainer_loser,-3.78,375.5,361.3,,{}
2026-03-20,EMMBI,gainer_loser,gainer_loser,-3.76,79.28,76.3,,{}
2026-03-20,TTKPRESTIG,gainer_loser,gainer_loser,-3.73,484.45,466.4,,{}
2026-03-20,CTE,gainer_loser,gainer_loser,-3.69,24.37,23.47,,{}
2026-03-20,ASAHIINDIA,gainer_loser,gainer_loser,-3.68,841.4,810.45,,{}
2026-03-20,MIRZAINT,gainer_loser,gainer_loser,-3.68,30.47,29.35,,{}
2026-03-20,LASA,gainer_loser,gainer_loser,-3.65,7.4,7.13,,{}
2026-03-20,CCHHL,gainer_loser,gainer_loser,-3.62,12.7,12.24,,{}
2026-03-20,GENUSPAPER,gainer_loser,gainer_loser,-3.6,11.12,10.72,,{}
2026-03-20,KHADIM,gainer_loser,gainer_loser,-3.58,91.28,88.01,,{}
2026-03-20,MANAKCOAT,gainer_loser,gainer_loser,-3.56,110.08,106.16,,{}
2026-03-20,TGBHOTELS,gainer_loser,gainer_loser,-3.52,8.53,8.23,,{}
2026-03-20,KNAGRI,gainer_loser,gainer_loser,-3.48,177.26,171.09,,{}
2026-03-20,ALLTIME,gainer_loser,gainer_loser,-3.47,218.36,210.78,,{}
2026-03-20,RKFORGE,gainer_loser,gainer_loser,-3.45,517.45,499.6,,{}
2026-03-20,SGL,gainer_loser,gainer_loser,-3.44,10.77,10.4,,{}
2026-03-20,HINDOILEXP,gainer_loser,gainer_loser,-3.43,132.99,128.43,,{}
2026-03-20,HATSUN,gainer_loser,gainer_loser,-3.42,990.6,956.75,,{}
2026-03-20,DBL,gainer_loser,gainer_loser,-3.37,425.75,411.4,,{}
2026-03-20,SPLIL,gainer_loser,gainer_loser,-3.32,26.77,25.88,,{}
2026-03-20,STOVEKRAFT,gainer_loser,gainer_loser,-3.31,515.85,498.75,,{}
2026-03-20,MGL,gainer_loser,gainer_loser,-3.29,1000.0,967.1,,{}
2026-03-20,FMNL,gainer_loser,gainer_loser,-3.21,7.78,7.53,,{}
2026-03-20,COROMANDEL,gainer_loser,gainer_loser,-3.18,1973.7,1911.0,,{}
2026-03-20,LFIC,gainer_loser,gainer_loser,-3.17,124.74,120.78,,{}
2026-03-20,ANTELOPUS,gainer_loser,gainer_loser,-3.14,532.15,515.45,,{}
2026-03-20,KIRLOSENG,gainer_loser,gainer_loser,-3.14,1421.3,1376.7,,{}
2026-03-20,SHRADHA,gainer_loser,gainer_loser,-3.13,32.91,31.88,,{}
2026-03-20,INDIANCARD,gainer_loser,gainer_loser,-3.12,188.06,182.19,,{}
2026-03-20,BSE,"gainer_loser,top_turnover",gainer_loser,-3.07,2895.0,2806.1,16410475169.7,{}
2026-03-20,SURYALAXMI,gainer_loser,gainer_loser,-3.07,54.1,52.44,,{}
2026-03-20,SURYODAY,gainer_loser,gainer_loser,-3.07,127.45,123.54,,{}
2026-03-20,SRGHFL,gainer_loser,gainer_loser,-3.05,255.45,247.65,,{}
2026-03-20,BELLACASA,gainer_loser,gainer_loser,-3.05,267.55,259.4,,{}
2026-03-20,MINDTECK,gainer_loser,gainer_loser,-3.02,175.3,170.0,,{}
2026-03-20,BROOKS,gainer_loser,gainer_loser,-2.99,54.26,52.64,,{}
2026-03-20,GFLLIMITED,gainer_loser,gainer_loser,-2.94,44.16,42.86,,{}
2026-03-20,RELIGARE,gainer_loser,gainer_loser,-2.91,222.42,215.94,,{}
2026-03-20,KARURVYSYA,gainer_loser,gainer_loser,-2.91,271.8,263.9,,{}
2026-03-20,SHREYANIND,gainer_loser,gainer_loser,-2.9,154.3,149.82,,{}
2026-03-20,NAZARA,gainer_loser,gainer_loser,-2.89,242.35,235.35,,{}
2026-03-20,GMMPFAUDLR,gainer_loser,gainer_loser,-2.86,882.15,856.9,,{}
2026-03-20,REGENCERAM,gainer_loser,gainer_loser,-2.84,42.29,41.09,,{}
2026-03-20,KSOLVES,gainer_loser,gainer_loser,-2.82,283.45,275.45,,{}
2026-03-20,ZODIACLOTH,gainer_loser,gainer_loser,-2.82,68.49,66.56,,{}
2026-03-20,AVONMORE,gainer_loser,gainer_loser,-2.82,12.43,12.08,,{}
2026-03-20,BRNL,gainer_loser,gainer_loser,-2.79,19.37,18.83,,{}
2026-03-20,AADHARHFC,gainer_loser,gainer_loser,-2.79,462.75,449.85,,{}
2026-03-20,CANTABIL,gainer_loser,gainer_loser,-2.77,243.8,237.05,,{}
2026-03-20,IRIS,gainer_loser,gainer_loser,-2.74,232.96,226.57,,{}
2026-03-20,CREATIVEYE,gainer_loser,gainer_loser,-2.74,6.58,6.4,,{}
2026-03-20,ANUP,gainer_loser,gainer_loser,-2.72,1632.6,1588.2,,{}
2026-03-20,SUNDARMFIN,gainer_loser,gainer_loser,-2.71,4808.5,4678.0,,{}
2026-03-20,SUMIT,gainer_loser,gainer_loser,-2.69,45.76,44.53,,{}
2026-03-20,SHIVATEX,gainer_loser,gainer_loser,-2.67,137.21,133.54,,{}
2026-03-20,SETCO,gainer_loser,gainer_loser,-2.66,16.16,15.73,,{}
2026-03-20,YUKEN,gainer_loser,gainer_loser,-2.66,686.55,668.3,,{}
2026-03-20,SAGCEM,gainer_loser,gainer_loser,-2.65,172.24,167.68,,{}
2026-03-20,DENORA,gainer_loser,gainer_loser,-2.64,717.15,698.25,,{}
2026-03-20,WORTHPERI,gainer_loser,gainer_loser,-2.62,129.54,126.14,,{}
2026-03-20,HGM,gainer_loser,gainer_loser,-2.6,46.08,44.88,,{}
2026-03-20,RAMCOSYS,gainer_loser,gainer_loser,-2.58,405.15,394.7,,{}
2026-03-20,DICIND,gainer_loser,gainer_loser,-2.57,510.9,497.75,,{}
2026-03-20,GPTHEALTH,gainer_loser,gainer_loser,-2.57,123.83,120.65,,{}
2026-03-20,ELLEN,gainer_loser,gainer_loser,-2.56,203.2,197.99,,{}
2026-03-20,HISARMETAL,gainer_loser,gainer_loser,-2.56,142.81,139.16,,{}
2026-03-20,ARROWGREEN,gainer_loser,gainer_loser,-2.55,388.35,378.45,,{}
2026-03-20,LTTS,gainer_loser,gainer_loser,-2.55,3313.5,3229.1,,{}
2026-03-20,HEADSUP,gainer_loser,gainer_loser,-2.53,6.71,6.54,,{}
2026-03-20,ANTGRAPHIC,gainer_loser,gainer_loser,-2.53,0.79,0.77,,{}
2026-03-20,AJAXENGG,gainer_loser,gainer_loser,-2.5,483.1,471.0,,{}
2026-03-20,EMUDHRA,gainer_loser,gainer_loser,-2.47,405.45,395.45,,{}
2026-03-20,RGL,gainer_loser,gainer_loser,-2.46,95.85,93.49,,{}
2026-03-20,HOMEFIRST,gainer_loser,gainer_loser,-2.46,959.6,936.0,,{}
2026-03-20,FISCHER,gainer_loser,gainer_loser,-2.45,36.31,35.42,,{}
2026-03-20,ITCHOTELS,gainer_loser,gainer_loser,-2.42,152.7,149.01,,{}
2026-03-20,SIMPLEXINF,gainer_loser,gainer_loser,-2.4,169.3,165.24,,{}
2026-03-20,TATVA,gainer_loser,gainer_loser,-2.38,1156.0,1128.5,,{}
2026-03-20,GLOBUSSPR,gainer_loser,gainer_loser,-2.37,887.25,866.2,,{}
2026-03-20,LMW,gainer_loser,gainer_loser,-2.35,14032.0,13702.0,,{}
2026-03-20,KEC,gainer_loser,gainer_loser,-2.35,559.25,546.1,,{}
2026-03-20,JPPOWER,gainer_loser,gainer_loser,-2.33,16.75,16.36,,{}
2026-03-20,VENTIVE,gainer_loser,gainer_loser,-2.31,656.6,641.4,,{}
2026-03-20,ARIHANTSUP,gainer_loser,gainer_loser,-2.31,216.6,211.6,,{}
2026-03-20,MRF,gainer_loser,gainer_loser,-2.31,130545.0,127535.0,,{}
2026-03-20,HINDCON,gainer_loser,gainer_loser,-2.3,18.72,18.29,,{}
2026-03-20,CAPACITE,gainer_loser,gainer_loser,-2.28,229.11,223.88,,{}
2026-03-20,JUBLPHARMA,gainer_loser,gainer_loser,-2.28,850.75,831.35,,{}
2026-03-20,ISHANCH,gainer_loser,gainer_loser,-2.28,52.21,51.02,,{}
2026-03-20,SHREEPUSHK,gainer_loser,gainer_loser,-2.26,305.4,298.5,,{}
2026-03-20,PINELABS,gainer_loser,gainer_loser,-2.26,168.27,164.47,,{}
2026-03-20,NATIONALUM,"gainer_loser,top_turnover",gainer_loser,-2.25,377.0,368.5,12589638014.9,{}
2026-03-20,ASKAUTOLTD,gainer_loser,gainer_loser,-2.23,418.55,409.2,,{}
2026-03-20,VETO,gainer_loser,gainer_loser,-2.23,95.39,93.26,,{}
2026-03-20,DHANBANK,gainer_loser,gainer_loser,-2.23,22.84,22.33,,{}
2026-03-20,BRIGADE,gainer_loser,gainer_loser,-2.23,658.6,643.9,,{}
2026-03-20,PILANIINVS,gainer_loser,gainer_loser,-2.22,4846.3,4738.6,,{}
2026-03-20,ARCHIDPLY,gainer_loser,gainer_loser,-2.21,70.92,69.35,,{}
2026-03-20,NAVINFLUOR,gainer_loser,gainer_loser,-2.21,6262.5,6124.0,,{}
2026-03-20,GVT&D,gainer_loser,gainer_loser,-2.2,3761.8,3678.9,,{}
2026-03-20,CHOLAHLDNG,gainer_loser,gainer_loser,-2.2,1439.3,1407.6,,{}
2026-03-20,RAMCOCEM,gainer_loser,gainer_loser,-2.2,946.0,925.2,,{}
2026-03-20,KSB,gainer_loser,gainer_loser,-2.19,799.85,782.3,,{}
2026-03-20,TOUCHWOOD,gainer_loser,gainer_loser,-2.19,69.9,68.37,,{}
2026-03-20,ADOR,gainer_loser,gainer_loser,-2.16,937.3,917.1,,{}
2026-03-20,3MINDIA,gainer_loser,gainer_loser,-2.15,32980.0,32270.0,,{}
2026-03-20,KEEPLEARN,gainer_loser,gainer_loser,-2.15,1.86,1.82,,{}
2026-03-20,MOHITIND,gainer_loser,gainer_loser,-2.14,23.39,22.89,,{}
2026-03-20,PGHH,gainer_loser,gainer_loser,-2.14,9919.0,9707.0,,{}
2026-03-20,KDDL,gainer_loser,gainer_loser,-2.13,2243.2,2195.4,,{}
2026-03-20,ZEELEARN,gainer_loser,gainer_loser,-2.12,5.2,5.09,,{}
2026-03-20,CORDSCABLE,gainer_loser,gainer_loser,-2.11,151.57,148.37,,{}
2026-03-20,ORBTEXP,gainer_loser,gainer_loser,-2.1,152.0,148.81,,{}
2026-03-20,MURUDCERA,gainer_loser,gainer_loser,-2.1,30.02,29.39,,{}
2026-03-20,ANIKINDS,gainer_loser,gainer_loser,-2.09,38.74,37.93,,{}
2026-03-20,PARADEEP,gainer_loser,gainer_loser,-2.09,113.13,110.77,,{}
2026-03-20,THYROCARE,gainer_loser,gainer_loser,-2.08,358.8,351.35,,{}
2026-03-20,TAJGVK,gainer_loser,gainer_loser,-2.08,308.25,301.85,,{}
2026-03-20,AEROENTER,gainer_loser,gainer_loser,-2.07,74.06,72.53,,{}
2026-03-20,BLUEJET,gainer_loser,gainer_loser,-2.07,365.5,357.95,,{}
2026-03-20,PHOENIXLTD,gainer_loser,gainer_loser,-2.06,1575.6,1543.1,,{}
2026-03-20,KOKUYOCMLN,gainer_loser,gainer_loser,-2.06,78.56,76.94,,{}
2026-03-20,BALAXI,gainer_loser,gainer_loser,-2.05,18.02,17.65,,{}
2026-03-20,NAM-INDIA,gainer_loser,gainer_loser,-2.03,856.25,838.9,,{}
2026-03-20,MITTAL,gainer_loser,gainer_loser,-2.02,0.99,0.97,,{}
2026-03-20,BANSALWIRE,gainer_loser,gainer_loser,-2.02,252.65,247.55,,{}
2026-03-20,21STCENMGM,gainer_loser,gainer_loser,-2.0,32.55,31.9,,{}
2026-03-20,SHRIRAMFIN,top_turnover,top_turnover,,,,26922257374.4,{}
2026-03-20,ICICIBANK,top_turnover,top_turnover,,,,20625609488.5,{}
2026-03-20,SBIN,top_turnover,top_turnover,,,,18971444649.6,{}
2026-03-20,ITC,top_turnover,top_turnover,,,,17797484427.15,{}
2026-03-20,VEDL,top_turnover,top_turnover,,,,17526962408.75,{}
2026-03-20,LT,top_turnover,top_turnover,,,,16377420679.3,{}
2026-03-20,BHARTIARTL,top_turnover,top_turnover,,,,14215320146.3,{}
2026-03-20,M&M,top_turnover,top_turnover,,,,13726888143.0,{}
2026-03-20,ETERNAL,top_turnover,top_turnover,,,,12985701129.09,{}
2026-03-20,BAJFINANCE,top_turnover,top_turnover,,,,12325934998.9,{}
